route_id,service_id,trip_id,shape_id,trip_headsign,trip_short_name,direction_id,block_id,wheelchair_accessible
"hnv-31-649-1","Special#27","hnv-31-649-1-1-10-H-4-Special#27-6-22","hnv-31-649-1-1-10-H-4","Untergruppenb. Alter Friedhof","","0","","2"
"hnv-31-649-1","Special#27","hnv-31-649-1-1-10-H-4-Special#27-7-23","hnv-31-649-1-1-10-H-4","Untergruppenb. Alter Friedhof","","0","","2"
"hnv-31-649-1","Special#27","hnv-31-649-1-1-10-H-4-Special#27-8-24","hnv-31-649-1-1-10-H-4","Untergruppenb. Alter Friedhof","","0","","2"
"hnv-31-649-1","Special#27","hnv-31-649-1-1-10-H-4-Special#27-9-25","hnv-31-649-1-1-10-H-4","Untergruppenb. Alter Friedhof","","0","","2"
"hnv-31-649-1","Special#27","hnv-31-649-1-1-10-H-4-Special#27-10-26","hnv-31-649-1-1-10-H-4","Untergruppenb. Alter Friedhof","","0","","2"
"hnv-31-651-1","Special#348","hnv-31-651-1-7-23-R-0-Special#348-14-1","hnv-31-651-1-7-23-R-0","Heilbronn Hbf/Willy-Brandt-Pl.","","1","","2"
"hnv-31-651-1","Special#348","hnv-31-651-1-7-1-R-1-Special#348-1-2","hnv-31-651-1-7-1-R-1","Heilbronn Hbf/Willy-Brandt-Pl.","","1","","2"
"hnv-31-651-1","Special#348","hnv-31-651-1-7-1-R-1-Special#348-2-3","hnv-31-651-1-7-1-R-1","Heilbronn Hbf/Willy-Brandt-Pl.","","1","","2"
"hnv-31-651-1","Special#242","hnv-31-651-1-7-1-R-1-Special#242-1-4","hnv-31-651-1-7-1-R-1","Heilbronn Hbf/Willy-Brandt-Pl.","","1","","2"
"hnv-31-651-1","Special#348","hnv-31-651-1-7-1-R-1-Special#348-3-5","hnv-31-651-1-7-1-R-1","Heilbronn Hbf/Willy-Brandt-Pl.","","1","","2"
"hnv-31-651-1","Special#242","hnv-31-651-1-7-1-R-1-Special#242-2-6","hnv-31-651-1-7-1-R-1","Heilbronn Hbf/Willy-Brandt-Pl.","","1","","2"
"hnv-31-651-1","Special#349","hnv-31-651-1-7-1-R-1-Special#349-3-7","hnv-31-651-1-7-1-R-1","Heilbronn Hbf/Willy-Brandt-Pl.","","1","","2"
"hnv-31-651-1","Special#242","hnv-31-651-1-7-1-R-1-Special#242-3-8","hnv-31-651-1-7-1-R-1","Heilbronn Hbf/Willy-Brandt-Pl.","","1","","2"
"hnv-31-651-1","Special#349","hnv-31-651-1-7-1-R-1-Special#349-1-9","hnv-31-651-1-7-1-R-1","Heilbronn Hbf/Willy-Brandt-Pl.","","1","","2"
"hnv-31-651-1","Special#242","hnv-31-651-1-7-1-R-1-Special#242-4-10","hnv-31-651-1-7-1-R-1","Heilbronn Hbf/Willy-Brandt-Pl.","","1","","2"
